Stock,Date,Price (₹),RSI,MACD,MACD_Signal,MACD_Hist,MACD_Trend,SMA_50,SMA_200,SMA_Trend,EMA_50,EMA_200,EMA_Trend,BB_Upper,BB_Lower,BB_Middle,BB_Position,ADX,ATR,Supertrend,Supertrend_Signal,Support (₹),Resistance (₹),Volume,Volume_SMA_20,Volume_Spike,52_Week_High (₹),52_Week_Low (₹),52_Week_High_Breakout,52_Week_Low_Breakout,Gap_Up,Gap_Down,1d_Change (%),1w_Change (%),1m_Change (%),Stoch_K,Stoch_D,Williams_%R,CMF
AAATECH.NS,2025-03-10,83.20999908447266,40.4350408716978,-4.0943533393148215,-4.536134166941746,0.44178082762692483,Bullish,93.76620010375977,111.16879039764405,Bearish,92.77354636379687,105.96211889031761,Bearish,94.78950756207958,74.74249164446339,84.76599960327148,Middle,28.526123346938515,4.90422402922581,100.11358531196858,Sell,77.88999938964844,106.66000366210938,31949,20744.25,False,146.22999572753906,77.88999938964844,False,False,False,False,0.5437372361366766,6.830144738107724,-16.539617220179125,40.443251243078606,30.297602662663053,-52.481316799346914,-0.33508657217018833
3PLAND.NS,2025-03-10,42.0,39.709576932131746,-2.461064288416914,-2.7806597103208115,0.31959542190389767,Bullish,49.67540008544922,44.47825003623962,Bullish,47.67043251108293,43.197554534575595,Bullish,47.548380142060175,38.738620514067755,43.143500328063965,Middle,33.31414940226671,2.674403977532261,50.14260253697852,Sell,39.130001068115234,62.63999938964844,3066,5471.95,False,78.16000366210938,27.0,False,False,False,False,-0.5681857692471315,6.707315418471116,-14.198162726488395,46.48315837462002,37.868571782509605,-51.347875865162464,-0.10091953048953306
360ONE.NS,2025-03-10,922.8499755859375,36.91709776308221,-22.562893981487946,-26.032921852551922,3.4700278710639765,Bullish,1064.1519982910156,1038.3128482055663,Bullish,1032.8852380067974,992.7832416170301,Bullish,1044.0965384183671,886.6284615816327,965.3625,Middle,17.17675609794233,46.109675388659355,1097.2711183285842,Sell,884.6500244140625,1297.1500244140625,268253,912690.85,False,1297.1500244140625,645.7691040039062,False,False,False,False,-5.144418498526415,-5.696914100842854,-9.409054233093904,43.26579769219421,50.85303035964057,-73.20660299825728,-0.1344420934733791
A2ZINFRA.NS,2025-03-10,17.549999237060547,46.5970730198439,-0.9376696374007949,-1.108946476058552,0.171276838657757,Bullish,20.276400108337402,19.26945005893707,Bullish,18.946360578050186,18.521617604236294,Bullish,20.26151626851156,14.787483899335118,17.52450008392334,Middle,16.662815775480233,1.114821113257579,20.04963204491086,Sell,15.270000457763672,26.6200008392334,84918,203081.5,False,26.6200008392334,12.300000190734863,False,False,False,False,0.9781362744694544,14.93122927928705,-17.06049450086867,54.832304116527574,43.72186830882644,-39.71194324106828,-0.16822140331388485
20MICRONS.NS,2025-03-10,212.4499969482422,64.78336921371734,-0.026404294042976062,-5.841694120835643,5.815289826792667,Bullish,203.7910009765625,242.03644340515137,Bearish,201.07233977850544,219.2062977653919,Bearish,205.8587899002193,154.93221199187056,180.39550094604493,Upper,26.073738388058395,12.263554749709188,159.26174836696563,Buy,167.6699981689453,261.0299987792969,78289,129903.35,False,339.0,136.32577514648438,False,False,False,False,3.9739612609122954,23.309539280910595,15.67570113910024,87.06361870582128,82.99311725777211,-9.9124888502385,0.05433472049577262
3IINFOLTD.NS,2025-03-10,23.90999984741211,38.843492892667925,-1.0974659139436227,-1.060654638555016,-0.036811275388606735,Bearish,27.390200042724608,31.47714995384216,Bearish,26.762783259200244,31.679307157647816,Bearish,28.370108788803705,22.214891630812993,25.29250020980835,Middle,22.20294660902007,1.3008334434547462,28.61541884033999,Sell,22.93000030517578,33.66999816894531,223767,615086.85,False,45.349998474121094,22.93000030517578,False,False,False,False,-2.2085926326262495,4.2738749637745155,-19.440702151062528,38.41289052796946,32.82418506099199,-67.8082164936916,-0.27948311113905255
63MOONS.NS,2025-03-10,730.0499877929688,51.14472991241137,-6.278695564946247,-16.788938774291402,10.510243209345155,Bullish,766.7889978027343,547.1591227722168,Bullish,732.7716248850817,573.0965418717356,Bullish,783.8165635235096,610.9134291522716,697.3649963378906,Middle,13.089309612358674,42.137194502036834,759.169886326861,Sell,613.9500122070312,949.5999755859375,80636,199230.75,False,1031.6500244140625,323.2314758300781,False,False,False,False,-3.4453099635112894,10.271127747722941,-5.727019011221046,72.97929065071355,69.56970005722303,-30.460919453765868,-0.24684941170579724
5PAISA.NS,2025-03-10,348.0,39.44354459007401,-15.431723776744263,-17.00448357600753,1.5727597992632667,Bullish,398.1820007324219,480.453249206543,Bearish,394.0749156080155,465.8515725418669,Bearish,390.74207358413116,329.3229227537595,360.0324981689453,Middle,46.83422469268929,17.707822987381917,405.8694570502265,Sell,327.6000061035156,482.20001220703125,7898,24629.0,False,592.2999877929688,327.6000061035156,False,False,False,False,-2.7117729594644313,5.183616013329773,-12.661566234516231,43.10252840485142,34.514225345291145,-64.5732724030207,-0.2147666639632741
21STCENMGM.NS,2025-03-07,69.0,35.03789614204996,-3.233012790288683,-3.7347817677247344,0.5017689774360514,Bullish,79.8497999572754,89.88887939453124,Bearish,78.85517717300986,80.61934600803787,Bearish,79.54079453264085,63.334205467359155,71.4375,Middle,47.65226184312001,1.985498406179046,73.18078432612856,Sell,65.98999786376953,93.0,7072,3590.55,False,138.6300048828125,39.89883804321289,False,False,False,False,-0.490332212066813,-3.3748824233545527,-13.739215098475842,43.802203825405506,38.26197739983766,-55.99414633928701,-0.16858112963759883
3MINDIA.NS,2025-03-10,27586.05078125,49.2322467204983,-380.12165983486193,-599.4666445305194,219.34498469565744,Bullish,28620.9480859375,33333.948447265626,Bearish,28542.486010929053,31599.34802294952,Bearish,28301.962477400542,25892.182835099455,27097.07265625,Middle,26.314486255110435,873.8858313242621,29175.27538828711,Sell,25982.5,30958.05078125,1030,6955.6,False,40020.6015625,25982.5,False,False,False,False,-0.4950709191627878,4.986129385284355,-2.063386446138693,72.74979547592034,67.64665790359454,-32.72582236969372,0.031979508994217344
