Stock,Date,Price (₹),RSI,MACD,MACD_Signal,MACD_Hist,MACD_Trend,SMA_50,SMA_200,SMA_Trend,EMA_50,EMA_200,EMA_Trend,BB_Upper,BB_Lower,BB_Middle,BB_Position,ADX,ATR,Supertrend,Supertrend_Signal,Support (₹),Resistance (₹),Volume,Volume_SMA_20,Volume_Spike,52_Week_High (₹),52_Week_Low (₹),52_Week_High_Breakout,52_Week_Low_Breakout,Gap_Up,Gap_Down,1d_Change (%),1w_Change (%),1m_Change (%),Stoch_K,Stoch_D,Williams_%R,CMF
3IINFOLTD.NS,2025-03-10,23.979999542236328,39.163921359194674,-1.0918818927040874,-1.059537834307109,-0.032344058396978514,Bearish,27.391600036621092,31.477499952316283,Bearish,26.765528345271782,31.680003672024178,Bearish,28.36746494544665,22.22453544365247,25.29600019454956,Middle,22.20294660902007,1.3008334434547462,28.61541884033999,Sell,22.93000030517578,33.66999816894531,262428,617019.9,False,45.349998474121094,22.93000030517578,False,False,False,False,-1.9222953212154392,4.579150558596101,-19.204854125104077,38.94561281287485,33.00175915596045,-66.2100496389754,-0.2776727629946976
63MOONS.NS,2025-03-10,731.9000244140625,51.408751047604625,-6.131114296027022,-16.759422520507556,10.628308224480534,Bullish,766.8259985351563,547.1683729553223,Bullish,732.8441753408108,573.1149501963235,Bullish,784.0525970028591,610.8623993350316,697.4574981689453,Middle,13.089309612358674,42.137194502036834,759.169886326861,Sell,613.9500122070312,949.5999755859375,86104,199504.15,False,1031.6500244140625,323.2314758300781,False,False,False,False,-3.200628482115919,10.550568372329128,-5.488119661689961,73.28824804005573,69.67268585367043,-29.534047285739362,-0.24489495660886146
21STCENMGM.NS,2025-03-10,69.0,36.8640743100804,-3.133321189536744,-3.626614969261282,0.4932937797245378,Bullish,79.39580001831055,90.01680368423462,Bearish,78.43290582638366,80.4943719756963,Bearish,77.77232343103348,63.823677240353234,70.79800033569336,Middle,46.94131809192976,1.9115340154957865,73.18078432612856,Sell,65.98999786376953,93.0,30,3116.55,False,138.6300048828125,39.89883804321289,False,False,False,False,1.3960277819820677,-1.4004048441310868,-14.646210878588429,40.54685312940439,39.13928573311741,-55.99414633928701,-0.29222512838412945
3PLAND.NS,2025-03-10,42.0,39.709576932131746,-2.461064288416914,-2.7806597103208115,0.31959542190389767,Bullish,49.67540008544922,44.47825003623962,Bullish,47.67043251108293,43.197554534575595,Bullish,47.548380142060175,38.738620514067755,43.143500328063965,Middle,33.31414940226671,2.674403977532261,50.14260253697852,Sell,39.130001068115234,62.63999938964844,3103,5473.8,False,78.16000366210938,27.0,False,False,False,False,-0.5681857692471315,6.707315418471116,-14.198162726488395,46.48315837462002,37.868571782509605,-51.347875865162464,-0.10122339597029494
20MICRONS.NS,2025-03-10,209.99000549316406,63.663048864356064,-0.22264292863613377,-5.880941847754275,5.658298919118141,Bullish,203.74180114746093,242.02414344787599,Bearish,200.97586952536514,219.1818202384757,Bearish,205.1318530517058,155.41314969487624,180.27250137329102,Upper,26.073738388058395,12.263554749709188,210.86752774651688,Sell,167.6699981689453,261.0299987792969,98111,130894.45,False,339.0,136.32577514648438,False,False,False,False,2.7700306422887566,21.881719006408275,14.336274260070049,85.59907669609987,82.50493658786498,-14.30611487940271,0.04570486301750833
AAATECH.NS,2025-03-10,83.56999969482422,41.40059568060808,-4.06563534190785,-4.530390567460352,0.46475522555250226,Bullish,93.7734001159668,111.1705904006958,Bearish,92.78766403479104,105.965700985943,Bearish,94.79755401918067,74.77044524839746,84.78399963378907,Middle,28.526123346938515,4.90422402922581,100.11358531196858,Sell,77.88999938964844,106.66000366210938,34093,20851.45,False,146.22999572753906,77.88999938964844,False,False,False,False,0.9787307125251443,7.292335793663707,-16.178533347189195,41.25902426088381,30.56952700193146,-50.03399774593129,-0.3013768779563109
A2ZINFRA.NS,2025-03-10,17.450000762939453,45.899468086966934,-0.9456467236554715,-1.1105418933094873,0.16489516965401574,Bullish,20.27440013885498,19.268950066566468,Bullish,18.942439069261123,18.520622594543546,Bullish,20.256677097529316,14.782323222905253,17.519500160217284,Middle,16.662815775480233,1.1169638832314193,20.04963204491086,Sell,15.270000457763672,26.6200008392334,95728,203622.0,False,26.6200008392334,12.300000190734863,False,False,False,False,0.40277103310149,14.27636044416365,-17.533077085189074,54.146443477396986,43.49324809578292,-41.76952515846006,-0.17354427239652748
3MINDIA.NS,2025-03-10,27571.55078125,49.084904077684264,-381.27835499155844,-599.6979835618587,218.41962857030023,Bullish,28620.6580859375,33333.875947265624,Bearish,28541.917383478074,31599.203744342554,Bearish,28300.0765939628,25892.6187185372,27096.34765625,Middle,26.314486255110435,873.8858313242621,29175.27538828711,Sell,25982.5,30958.05078125,1081,6958.15,False,40020.6015625,25982.5,False,False,False,False,-0.5473734935005692,4.930945738732051,-2.1148646699624574,72.57571846044075,67.58863223176803,-33.248053416132464,0.03143777858473744
5PAISA.NS,2025-03-10,350.45001220703125,40.34565252862511,-15.236281207522438,-16.965395062163164,1.729113854640726,Bullish,398.2310009765625,480.46549926757814,Bearish,394.17099451809514,465.8759507727827,Bearish,390.6906599247144,329.61933763387935,360.1549987792969,Middle,46.83422469268929,17.707822987381917,405.8694570502265,Sell,327.6000061035156,482.20001220703125,10925,24780.35,False,592.2999877929688,327.6000061035156,False,False,False,False,-2.026838063344494,5.9241365398020385,-12.046680519377073,44.417618027090356,34.95258855270412,-60.62800353630388,-0.21184727875784945
360ONE.NS,2025-03-10,919.2000122070312,36.47432912888542,-22.85405915131514,-26.091154886517362,3.237095735202221,Bullish,1064.0789990234375,1038.2945983886718,Bullish,1032.7421021880168,992.7469235734588,Bullish,1044.3232118542412,886.0367918078682,965.1800018310547,Middle,17.39644295213347,46.90253079655873,1097.2711183285842,Sell,884.6500244140625,1297.1500244140625,458742,922215.3,False,1297.1500244140625,645.7691040039062,False,False,False,False,-5.519581751410952,-6.069892178705649,-9.767350427770339,42.64898934763887,50.64742757812212,-75.05702803192332,-0.13799245166286792
