Stock,Date,Price,RSI,MACD,MACD_Signal,MACD_Hist,MACD_Trend,SMA_50,SMA_200,SMA_Trend,EMA_50,EMA_200,EMA_Trend,BB_upper,BB_lower,BB_middle,BB_Position,ADX,ATR,Supertrend,Supertrend_Signal,Support,Resistance,Volume,Volume_SMA_20,Volume_Spike,52_Week_High,52_Week_Low,52_Week_High_Breakout,52_Week_Low_Breakout,Gap_Up,Gap_Down,1d_Change_Pct,1w_Change_Pct,1m_Change_Pct,Stoch_K,Stoch_D,Williams_%R,CMF
AARON.NS,2025-03-07,354.75,53.89889389002906,-0.14836236259748148,-2.2386557172203636,2.090293354622882,Bullish,351.37799865722656,299.32970458984374,Bullish,344.2279455464387,305.2012280503619,Bullish,371.3310447771642,313.35895156072644,342.3449981689453,Middle,15.279403856430799,20.347574196881357,306.7938727819994,Buy,313.04998779296875,380.25,8748,12547.1,False,,,False,False,False,False,1.954300202444803,1.93965517241379,-6.5832784726794,52.61806042976675,49.27221293609619,-40.960281912314855,-0.1847751123967079
AARTIPHARM.NS,2025-03-07,739.0,53.6434326500742,19.378259407135374,25.574758371278328,-6.196498964142954,Bearish,685.6536572265625,636.9160375976562,Bullish,696.5110731092095,628.4041361198155,Bullish,806.5939839505157,696.8180033541718,751.7059936523438,Middle,24.94565625859097,40.29117799001484,633.9280683025212,Buy,582.5650024414062,808.9000244140625,339194,1036518.85,False,,,False,False,False,False,-1.0643298851473526,0.7910512406444248,9.054786092213174,41.28449714961166,37.65899649415323,-64.83009430143838,0.18691144101939772
ABBOTINDIA.NS,2025-03-07,30768.30078125,60.663619700629894,816.659121070832,673.8034188039624,142.85570226686968,Bullish,28716.1730859375,28264.905361328125,Bullish,29033.29177249279,28102.482318925875,Bullish,31822.024732047943,27764.960619514557,29793.49267578125,Middle,23.090021747143126,1022.1605634172049,26970.34347833634,Buy,25501.849609375,31539.900390625,12123,20461.2,False,,,False,False,False,False,-0.6934401655940392,1.2259990684059696,5.801710370439661,80.85944020027127,86.80418751107389,-25.997602744493786,0.32839477258743993
ADANIPOWER.NS,2025-03-07,506.1499938964844,54.413554894439244,-2.427438451673538,-5.705297212300245,3.2778587606267067,Bullish,506.10099853515624,610.3039993286133,Bearish,506.56597173557606,581.8798624583267,Bearish,510.49431330545616,471.3106793703251,490.9024963378906,Middle,9.978829000794525,19.821831740482367,448.4717906726578,Buy,449.8999938964844,563.0,3890016,5748527.2,False,,,False,False,False,False,0.5962436721438591,5.679085707527998,0.5362958832033637,78.95299465768353,63.33096119238265,-18.4828977621741,-0.026808510859920625
AETHER.NS,2025-03-07,912.7000122070312,66.17389882332601,20.043343097162506,2.4467672315754845,17.59657586558702,Bullish,840.4470043945313,873.6035000610351,Bearish,840.4483983342018,857.319775061375,Bearish,940.8674773657551,702.0375275170575,821.4525024414063,Middle,28.95590737882083,39.98817304521834,735.044373118627,Buy,746.6500244140625,918.0499877929688,170189,101724.3,False,,,False,False,False,False,0.7728828426249335,6.7048621333983816,6.786006689087398,89.31245197930264,90.9912820797213,-9.03393618431788,0.41828645727587654
AMIORG.NS,2025-03-07,2457.60009765625,60.64690644322462,34.110864671829404,17.389157346208005,16.7217073256214,Bullish,2219.4029931640625,1750.444627685547,Bullish,2233.3410835372188,1778.7718125000504,Bullish,2517.492910302538,2079.622079931837,2298.5574951171875,Middle,12.826673964622145,139.86516451344048,2095.1852160925264,Buy,1881.8499755859375,2626.699951171875,189672,286829.6,False,,,False,False,False,False,-0.18277079816063635,13.323966906793917,-2.6635244627958854,93.6614658522691,78.97452470024142,-6.871989473149831,0.026507239106551474
ANANDRATHI.NS,2025-03-07,1865.0,43.862852872822806,10.999135964468223,16.598280711666,-5.599144747197776,Bearish,1911.4095068359375,1957.741470336914,Bearish,1928.5127607788631,1940.3009972251064,Bearish,2081.9753330305302,1736.937179176501,1909.4562561035157,Middle,23.006543913275348,78.80605497321045,1755.0864673056287,Buy,1755.425048828125,2077.175048828125,261937,517971.7,False,,,False,False,False,False,0.5933117583603043,-6.774472838886714,-1.0531329200228146,31.220236835421606,48.57644101934542,-70.55874058161191,0.0653092367552709
ANIKINDS.NS,2025-03-07,99.41000366210938,53.78743090574745,-1.2329681657622018,-1.8409860936795526,0.6080179279173508,Bullish,99.54739974975585,83.88110010147095,Bullish,98.22792140257602,82.19451872265726,Bullish,107.52151475882037,85.1224847223808,96.32199974060059,Middle,18.313140026173734,7.308546874494233,82.81513078705214,Buy,90.3499984741211,115.19000244140625,19769,19269.35,False,,,False,False,False,False,1.9276170474141097,8.384215371848969,-4.807044554626517,48.78201792682046,35.14282905348859,-28.25358959279052,-0.12337311956036295
ANURAS.NS,2025-03-07,781.4500122070312,71.72222579084662,13.537916232816428,-2.5484216023729784,16.086337835189408,Bullish,693.4940014648438,739.9757037353515,Bearish,697.6616234331608,745.8715732284314,Bearish,786.2598331231609,583.6851742010579,684.9725036621094,Middle,19.909784530110343,40.0157164646853,596.6963965010054,Buy,628.25,781.4500122070312,369624,276809.8,False,,,False,False,False,False,2.2907257962393235,23.568940866355593,6.486344376190489,96.57030503071508,92.83634578051264,-2.459452861064193,0.20609791493132262
APTUS.NS,2025-03-07,303.29998779296875,48.96130781979839,0.4160196015304791,0.9755337894280359,-0.5595141878975568,Bearish,298.4879992675781,320.2206393432617,Bearish,304.9941799200479,315.3195751183928,Bearish,321.85424295841506,291.82575276912405,306.83999786376955,Middle,14.409016646199161,9.87912912877862,284.9557981401737,Buy,270.95001220703125,328.1000061035156,359959,445641.2,False,,,False,False,False,False,-0.44313347466349295,-1.3818891785685739,-7.558676577019774,54.89808014182947,54.39179148411235,-49.112462364672325,0.1510514866432547
