Stock,Date,Price,RSI,MACD,MACD_Signal,MACD_Hist,MACD_Trend,SMA_50,SMA_200,SMA_Trend,EMA_50,EMA_200,EMA_Trend,BB_upper,BB_lower,BB_middle,BB_Position,ADX,ATR,Supertrend,Supertrend_Signal,Support,Resistance,Volume,Volume_SMA_20,Volume_Spike,52_Week_High,52_Week_Low,52_Week_High_Breakout,52_Week_Low_Breakout,Gap_Up,Gap_Down,1d_Change_Pct,1w_Change_Pct,1m_Change_Pct,Stoch_K,Stoch_D,Williams_%R,CMF
AAVAS.NS,2025-03-10,1824.0999755859375,76.20181260317942,11.622506915350641,2.704911325112455,8.917595590238186,Bullish,1690.7639892578125,1719.0927514648438,Bearish,1694.8837994939338,1682.1960675243686,Bullish,1758.442082844476,1636.4378854172426,1697.4399841308593,Upper,16.18783741878252,37.87913225858978,1613.3114738772563,Buy,1637.0,1824.0999755859375,2527282,308870.6,True,,,False,False,True,False,7.350519538793754,8.710034784529297,6.262379210584945,58.34547641617534,51.94544021200195,-12.080938967666189,0.10340192362172346
ANURAS.NS,2025-03-10,777.0499877929688,70.1787456497659,18.025361487671034,1.5663350799256572,16.459026407745377,Bullish,694.4350012207032,740.0039904785157,Bearish,700.7749204986884,745.8663584139263,Bearish,794.6700890575266,579.9649146045826,687.3175018310546,Middle,20.97796343960551,38.69673583507651,610.5042745511256,Buy,628.25,781.4500122070312,134292,280533.7,False,,,False,False,False,False,-0.5630589731050906,9.551670825599246,6.423332440006835,96.40283274731617,95.96411692540187,-4.837844436233107,0.2059761644519093
ARSSINFRA.NS,2025-03-10,31.25,71.36261211145296,0.17771153697345454,-0.17449758497867346,0.352209121952128,Bullish,28.66739963531494,22.331899919509887,Bullish,27.16319188801239,23.60423804346735,Bullish,30.601707966099394,25.166291682948458,27.883999824523926,Upper,41.137329724489845,0.9478388455409612,26.892421986859897,Buy,25.049999237060547,31.3799991607666,12134,11443.8,False,,,False,False,True,False,4.971446152095571,23.420222656590163,10.346046386827012,94.66667175292969,76.88889503479004,0.0,0.2174052669684106
AVANTIFEED.NS,2025-03-10,833.9500122070312,71.36155081277168,29.769619740660573,19.443267255679267,10.326352484981307,Bullish,694.3840002441407,641.157317199707,Bullish,702.815169373822,636.5602304200504,Bullish,821.7271062231417,635.4978937768582,728.6125,Upper,16.906422923078697,39.47839020186574,656.602595743833,Buy,587.5,833.9500122070312,3172535,1583424.85,True,,,False,False,False,False,4.413421742988888,14.592925071388695,15.810309746012031,88.67986067793856,85.091670845765,-4.600050537664602,0.20689647241857895
BLUECOAST.NS,2025-03-10,49.4900016784668,99.97534913479879,4.998694385355911,4.682025109978176,0.3166692753777349,Bullish,31.58040021896362,15.308300056457519,Bullish,33.208700948499065,18.815261843644826,Bullish,50.672490220863885,31.94051064888709,41.30650043487549,Middle,98.7908984937788,0.7799105535151631,46.18783975638742,Buy,15.6899995803833,49.4900016784668,2,400.3,False,,,False,False,True,False,1.999178094706533,10.370208541603976,48.26243287852956,100.0,100.0,0.0,0.0
BOHRAIND.NS,2025-03-10,32.27000045776367,99.81600509591713,2.5509877608149516,1.8711733232431547,0.6798144375717969,Bullish,21.809800148010254,16.996450028419495,Bullish,22.816416820654055,18.713303558135483,Bullish,31.328024499726155,19.57597521035685,25.451999855041503,Upper,68.00385312278213,0.7024106618644931,28.930485893710106,Buy,17.100000381469727,32.27000045776367,3470,23783.25,False,,,False,False,True,False,1.9911538567265241,23.82962823900703,49.19094641619937,100.0,99.97610459832664,0.0,0.8721483904522821
FORCEMOT.NS,2025-03-10,7965.0498046875,74.89791349958855,268.954784122976,144.8749968855176,124.07978723745839,Bullish,6708.284990234375,7478.512185058594,Bearish,6828.998393149289,7434.556195694228,Bearish,7742.661298202006,6017.32361390737,6879.992456054688,Upper,26.600428817516974,310.0224850244472,6480.658512591847,Buy,6295.0,7965.0498046875,48195,53286.75,False,,,False,False,False,False,3.9823734293407353,14.699106154820374,20.89413395512063,94.08307761060242,91.88653424355938,-3.1090621359583293,0.1926045492602327
HINDALCO.NS,2025-03-10,703.0,75.62745907179952,20.658906369643205,13.012945363553332,7.645961006089873,Bullish,609.5360009765625,659.9258694458008,Bearish,628.2394044504274,640.2844523670441,Bearish,695.0578946742274,572.9321016636633,633.9949981689454,Upper,23.852502476205544,19.1090102992054,618.5943980699141,Buy,563.75,703.0,4565366,6708983.15,False,,,False,False,False,False,1.6851124358815195,10.439087814206882,15.73921167984138,96.54267788490188,93.33620612697034,-1.5070375895944066,0.38248790680794337
MTEDUCARE.NS,2025-03-10,2.4800000190734863,75.91323471273721,0.01675437782502831,-0.04254081994665529,0.0592951977716836,Bullish,2.343199987411499,3.0786500084400177,Bearish,2.3510141300662406,2.9396684489793294,Bearish,2.4323123353337217,1.9196876389170714,2.1759999871253966,Upper,46.66795394236932,0.07423620779204998,2.11622146774063,Buy,2.069999933242798,2.869999885559082,18193,15088.95,False,,,False,False,False,True,0.0,16.431919522428572,12.72727115095158,97.38815094343535,94.58514755278594,-5.4545407255814915,0.1768307546515104
NIRAJISPAT.NS,2025-03-07,267.1600036621094,96.33077800974168,4.079237362427364,5.090966516024169,-1.0117291535968054,Bearish,254.29540008544922,213.87004676818847,Bullish,254.0389010813971,220.2198464652951,Bullish,267.1600036621094,267.1600036621094,267.1600036621094,Upper,99.99390077344611,0.5978977805680831,265.72309682242013,Buy,242.3300018310547,267.1600036621094,0,0.0,False,,,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,
